generacion,pokemon,nombre_anterior,nombre_nuevo,etapa,fitness_antes,fitness_despues,mejora,tipo
1,Kanto_069,Kanto_069,Kanto_069-II,1,0.5475415029804002,0.7391065029804001,0.19156499999999999,normal
1,Kanto_070,Kanto_070,Kanto_070-II,1,0.5206694931120943,0.7122344931120944,0.1915650000000001,normal
1,Kanto_071,Kanto_071,Kanto_071-II,1,0.564496312478302,0.7036297294362602,0.13913341695795822,normal
1,Kanto_074,Kanto_074,Kanto_074-II,1,0.5141213657328831,0.6601463657328832,0.14602500000000007,normal
1,Kanto_075,Kanto_075,Kanto_075-II,1,0.5014529308807997,0.6474779308807997,0.14602500000000007,normal
1,Kanto_077,Kanto_077,Kanto_077-II,1,0.5829247484789847,0.7362509984789846,0.1533262499999999,normal
1,Kanto_079,Kanto_079,Kanto_079-II,1,0.5312827657418717,0.7228477657418718,0.1915650000000001,normal
1,ROUGE,ROUGE,ROUGE-II,1,0.7365600000000001,0.8877870000000001,0.151227,normal
2,ROUGE,ROUGE-II,ROUGE-III,2,0.8877870000000001,1.013175,0.12538799999999983,normal
2,Kanto_040,Kanto_040-II,Kanto_040-III,2,0.8507910475565954,0.9807937369407536,0.13000268938415815,normal
2,Kanto_063,Kanto_063-II,Kanto_063-III,2,0.8320002095456367,0.9856245162476053,0.15362430670196858,normal
2,Kanto_004,Child_010028,Child_010028-II,1,0.7116649357856155,0.8750149357856155,0.16335,normal
2,Kanto_039,Kanto_039-II,Kanto_039-III,2,0.7460278931663726,0.9187126544187303,0.17268476125235765,normal
2,Kanto_040,Child_053700,Child_053700-II,1,0.8441210710124715,0.9796216169247387,0.13550054591226723,normal
2,Kanto_066,Child_079353,Child_079353-II,1,0.6153954988794162,0.7614204988794162,0.14602499999999996,normal
2,Kanto_009,Child_011967,Child_011967-II,1,0.6885110115645179,0.8345360115645178,0.14602499999999996,normal
2,Kanto_075,Kanto_075-II,Kanto_075-III,2,0.6474779308807997,0.8067779308807997,0.1593,normal
2,Kanto_055,Child_050594,Child_050594-II,1,0.5857825849779746,0.7318075849779746,0.14602499999999996,normal
2,Kanto_040,Child_006537,Child_006537-II,1,0.7393156060914157,0.8926418560914158,0.1533262500000001,normal
2,Kanto_068,Child_052330,Child_052330-II,1,0.6551542932359858,0.8185042932359858,0.16335,normal
2,Kanto_011,Kanto_011-II,Kanto_011-III,2,0.716698041681537,0.8686490325603887,0.15195099087885178,normal
2,Kanto_016,Child_020031,Child_020031-II,1,0.6877721316458945,0.8337971316458944,0.14602499999999996,normal
2,Kanto_069,Child_038812,Child_038812-II,1,0.8002527194343806,0.9644789770292695,0.16422625759488896,normal
2,Kanto_039,Child_070031,Child_070031-II,1,0.5951360555917298,0.7584860555917298,0.16335,normal
2,Kanto_046,Child_050816,Child_050816-II,1,0.693416287333937,0.839441287333937,0.14602499999999996,normal
2,Kanto_020,Kanto_020-II,Kanto_020-III,2,0.7267567119272492,0.8429917119272492,0.11623499999999998,normal
2,Kanto_057,Child_082081,Child_082081-II,1,0.7272161999741499,0.9187811999741499,0.19156499999999999,normal
2,Kanto_042,Child_085076,Child_085076-II,1,0.6959000901940577,0.8419250901940578,0.14602500000000007,normal
2,Kanto_075,Child_068754,Child_068754-II,1,0.5044033553838067,0.6504283553838066,0.14602499999999996,normal
2,Kanto_005,Child_051062,Child_051062-II,1,0.5938033485012508,0.7398283485012508,0.14602499999999996,normal
2,Kanto_047,Child_073445,Child_073445-II,1,0.5163472936208235,0.6696735436208235,0.15332625,normal
2,Kanto_059,Child_076229,Child_076229-II,1,0.5736429236529937,0.7196679236529937,0.14602499999999996,normal
2,Kanto_009,Child_001362,Child_001362-II,1,0.5428228851560118,0.6888478851560119,0.14602500000000007,normal
2,Kanto_011,Child_016046,Child_016046-II,1,0.69712220772744,0.84314720772744,0.14602499999999996,normal
2,Kanto_074,Child_015647,Child_015647-II,1,0.6013265078913321,0.7473515078913321,0.14602499999999996,normal
2,Kanto_003,Child_042175,Child_042175-II,1,0.7680044534635996,0.9213307034635996,0.15332625,normal
2,Kanto_055,Child_000805,Child_000805-II,1,0.5055084450362939,0.651533445036294,0.14602500000000007,normal
2,Kanto_015,Child_062388,Child_062388-II,1,0.7097797639081964,0.9013447639081964,0.19156499999999999,normal
2,Kanto_026,Child_048653,Child_048653-II,1,0.5701849516041143,0.7235112016041144,0.1533262500000001,normal
2,Kanto_079,Child_048009,Child_048009-II,1,0.7142947356277587,0.9058597356277587,0.19156499999999999,normal
2,Kanto_075,Child_050559,Child_050559-II,1,0.5061443494099437,0.6521693494099436,0.14602499999999996,normal
2,Kanto_003,Child_097514,Child_097514-II,1,0.7264590517808845,0.8797853017808847,0.1533262500000001,normal
2,Kanto_036,Child_059882,Child_059882-II,1,0.5374151794367735,0.6834401794367735,0.14602499999999996,normal
2,Kanto_063,Child_067367,Child_067367-II,1,0.7850171664521978,0.9765821664521976,0.19156499999999987,normal
2,Kanto_007,Child_024677,Child_024677-II,1,0.5078403875789873,0.6538653875789874,0.14602500000000007,normal
2,Kanto_040,Child_052304,Child_052304-II,1,0.6087803972898813,0.7721303972898813,0.16335,normal
2,Kanto_027,Child_030088,Child_030088-II,1,0.5108659597984928,0.6568909597984928,0.14602499999999996,normal
2,Kanto_026,Child_049830,Child_049830-II,1,0.7180205334917352,0.8713467834917352,0.15332625,normal
2,Kanto_066,Child_082476,Child_082476-II,1,0.6418558399544605,0.7878808399544606,0.14602500000000007,normal
2,Kanto_040,Child_095385,Child_095385-II,1,0.6303469852362724,0.7936969852362724,0.16335,normal
2,Kanto_047,Child_088349,Child_088349-II,1,0.6886216979025984,0.8519716979025985,0.1633500000000001,normal
2,Kanto_042,Child_062167,Child_062167-II,1,0.6263921812950336,0.7797184312950336,0.15332625,normal
2,Kanto_015,Child_053473,Child_053473-II,1,0.6700043007825041,0.8160293007825041,0.14602500000000007,normal
2,Kanto_074,Child_052040,Child_052040-II,1,0.5212134438018915,0.6672384438018915,0.14602499999999996,normal
2,Kanto_026,Child_056990,Child_056990-II,1,0.6493140447929656,0.8026402947929655,0.1533262499999999,normal
2,Kanto_040,Child_053729,Child_053729-II,1,0.7869169549744944,0.9215503825154157,0.13463342754092122,normal
2,Kanto_055,Child_062564,Child_062564-II,1,0.6546023417277204,0.8006273417277204,0.14602500000000007,normal
2,Kanto_034,Child_024404,Child_024404-II,1,0.5014960518755046,0.6475210518755046,0.14602499999999996,normal
2,Kanto_079,Child_093132,Child_093132-II,1,0.6294493428771837,0.8210143428771838,0.1915650000000001,normal
2,Kanto_074,Child_018519,Child_018519-II,1,0.6543011456748675,0.8003261456748675,0.14602499999999996,normal
2,Kanto_040,Child_007482,Child_007482-II,1,0.7305131446819445,0.9141624657642591,0.18364932108231458,normal
2,Kanto_079,Child_099847,Child_099847-II,1,0.7149007218475059,0.9064657218475056,0.19156499999999976,normal
2,Kanto_021,Child_010856,Child_010856-II,1,0.6666863734608575,0.8127113734608575,0.14602500000000007,normal
2,Kanto_064,Child_035081,Child_035081-II,1,0.719009163216348,0.910574163216348,0.19156499999999999,normal
2,Kanto_077,Child_009880,Child_009880-II,1,0.6175663291585705,0.7708925791585706,0.1533262500000001,normal
2,Kanto_063,Child_038505,Child_038505-II,1,0.759906883109683,0.9232568831096831,0.1633500000000001,normal
2,Kanto_016,Child_032005,Child_032005-II,1,0.7459388177045476,0.8992650677045476,0.15332625,normal
2,Kanto_039,Child_026754,Child_026754-II,1,0.7471247206817315,0.906544309127247,0.15941958844551551,normal
2,Kanto_039,Child_049807,Child_049807-II,1,0.7776345564172314,0.9309608064172313,0.1533262499999999,normal
2,Kanto_034,Child_067410,Child_067410-II,1,0.5311238466964356,0.6944738466964355,0.16334999999999988,normal
2,Kanto_046,Child_077273,Child_077273-II,1,0.7248570229004848,0.8681913049647347,0.14333428206424992,normal
3,ROUGE,ROUGE-III,ROUGE-IV,3,1.013175,1.08,0.06682500000000013,normal
3,Kanto_063,Kanto_063-III,Kanto_063-IV,3,0.9856245162476053,1.0414335162476052,0.055808999999999886,normal
3,Kanto_040,Kanto_040-III,Kanto_040-IV,3,0.9807937369407536,1.0366027369407536,0.055809,normal
3,Kanto_055,Child_094751,Child_094751-II,1,0.7235153523925941,0.8850469457960735,0.16153159340347933,normal
3,Kanto_009,Child_068661,Child_068661-II,1,0.5959664093396212,0.7419914093396212,0.14602499999999996,normal
3,Kanto_003,Child_056964,Child_056964-II,1,0.7339201824451097,0.8799451824451096,0.14602499999999985,normal
3,Kanto_079,Child_011334,Child_011334-II,1,0.7727697991324411,0.9187947991324412,0.14602500000000007,normal
3,Kanto_063,Child_028509,Child_028509-II,1,0.8117021085328677,0.9481465593047438,0.13644445077187606,normal
3,Kanto_005,Child_063946,Child_063946-II,1,0.6218982219588631,0.7679232219588631,0.14602499999999996,normal
3,Kanto_046,Child_044938,Child_044938-II,1,0.8039971062957711,0.9460752381462828,0.14207813185051166,normal
3,Kanto_039,Child_027574,Child_027574-II,1,0.9040128587849582,1.0,0.09598714121504182,normal
3,Kanto_009,Child_045776,Child_045776-II,1,0.6878531944153156,0.8338781944153155,0.14602499999999996,normal
3,Kanto_063,Child_089879,Child_089879-II,1,0.8942802645653196,1.0451968827395481,0.15091661817422852,normal
3,Kanto_039,Child_035586,Child_035586-II,1,0.8459657614580679,0.9606993864403366,0.11473362498226869,normal
3,Kanto_009,Child_059782,Child_059782-II,1,0.5521769998340803,0.6982019998340805,0.14602500000000018,normal
3,Kanto_039,Child_049807-II,Child_049807-III,2,0.9309608064172313,1.05,0.11903919358276871,normal
3,Kanto_079,Child_009382,Child_009382-II,1,0.9049103905240625,1.0091605198218947,0.10425012929783217,normal
3,Kanto_055,Child_000805-II,Child_000805-III,2,0.637277028252961,0.7965770282529608,0.1592999999999999,normal
3,Kanto_075,Child_007409,Child_007409-II,1,0.80361225015793,0.947979801548772,0.144367551390842,normal
3,Kanto_039,Child_030953,Child_030953-II,1,0.8815927415166107,0.9976394218597926,0.11604668034318188,normal
3,Kanto_020,Kanto_020-III,Kanto_020-IV,3,0.8350001690856578,0.9609214190856579,0.1259212500000001,normal
3,Kanto_040,Child_079492,Child_079492-II,1,0.9617836351340224,1.0332687981476247,0.0714851630136023,normal
3,Kanto_009,Child_025012,Child_025012-II,1,0.8345360115645178,0.9385418984304295,0.10400588686591161,normal
3,Kanto_046,Child_062604,Child_062604-II,1,0.8205820126477188,0.9515231197185807,0.13094110707086193,normal
3,ROUGE,Child_006901,ROUGE-II,1,0.8313967953820048,0.9829429925564628,0.15154619717445794,normal
3,Kanto_004,Child_016533,Child_016533-II,1,0.788624759913493,0.9346497599134929,0.14602499999999985,normal
3,Kanto_057,Child_042952,Child_042952-II,1,0.8646916031659595,0.9672776380883035,0.10258603492234397,normal
3,Kanto_003,Child_059601,Child_059601-II,1,0.7897253491599378,0.9530753491599377,0.16335,normal
3,Kanto_040,Child_079009,Child_079009-II,1,0.546264721725836,0.6922897217258361,0.14602500000000018,normal
3,Kanto_007,Child_024677-II,Child_024677-III,2,0.6538653875789874,0.8131653875789873,0.1592999999999999,normal
3,Kanto_079,Child_063670,Child_063670-II,1,0.8041878944366208,0.9553952639603396,0.15120736952371883,normal
3,Kanto_040,Child_069772,Child_069772-II,1,0.682788899910542,0.828813899910542,0.14602499999999996,normal
3,Kanto_003,Child_088877,Child_088877-II,1,0.7069349614246518,0.8984999614246519,0.1915650000000001,normal
3,Kanto_057,Child_001123,Child_001123-II,1,0.9178296176396732,1.0109414056567938,0.09311178801712061,normal
3,Kanto_014,Child_071754,Child_071754-II,1,0.5271581439259181,0.7187231439259181,0.19156499999999999,normal
3,Kanto_064,Child_071392,Child_071392-II,1,0.8892366274335627,1.0122545981029842,0.12301797066942155,normal
3,Kanto_079,Child_093132-II,Child_093132-III,2,0.8335328893879586,1.0088528197098785,0.17531993032191995,normal
3,Kanto_003,Child_042175-II,Child_042175-III,2,0.9388253758949314,1.049480402663061,0.11065502676812966,normal
3,Kanto_036,Child_010197,Child_010197-II,1,0.5398199242450935,0.7031699242450935,0.16335,normal
3,Kanto_009,Child_016712,Child_016712-II,1,0.8161262007524281,0.947308383967948,0.1311821832155199,normal
3,Kanto_040,Child_067902,Child_067902-II,1,0.9646701412320058,1.0493839082062302,0.08471376697422439,normal
3,Kanto_003,Child_060062,Child_060062-II,1,0.7713622277604412,0.9173872277604411,0.14602499999999996,normal
3,Kanto_063,Child_023634,Child_023634-II,1,0.8075536115626936,0.9850935722208398,0.17753996065814626,normal
3,Kanto_040,Child_095385-II,Child_095385-III,2,0.7936969852362724,0.9718969852362724,0.17820000000000003,normal
3,Kanto_020,Kanto_020-IV,Kanto_020-V,4,0.9609214190856579,1.0239362648969308,0.06301484581127292,normal
3,Kanto_011,Child_027964,Child_027964-II,1,0.7871004438396627,0.9260082312496388,0.1389077874099761,normal
3,Kanto_064,Child_056669,Child_056669-II,1,0.8468749894935563,0.9499637158242132,0.10308872633065691,normal
3,Kanto_015,Child_002030,Child_002030-II,1,0.9010310733628253,1.0241009746183214,0.1230699012554961,normal
3,Kanto_046,Child_072532,Child_072532-II,1,0.8671013227541117,0.968135670589175,0.10103434783506338,normal
3,Kanto_021,Child_005644,Child_005644-II,1,0.8065954540612355,0.9618713502063521,0.1552758961451166,normal
3,Kanto_074,Child_018519-II,Child_018519-III,2,0.8003261456748675,0.9308514869336395,0.13052534125877202,normal
3,Kanto_063,Child_063864,Child_063864-II,1,0.6712327276794448,0.8172577276794447,0.14602499999999996,normal
3,Kanto_011,Child_052360,Child_052360-II,1,0.7928933447797097,0.9362922883446401,0.14339894356493033,normal
3,Kanto_046,Child_080377,Child_080377-II,1,0.8620906358351003,0.968615709227759,0.10652507339265871,normal
3,Kanto_063,Child_017983,Child_017983-II,1,0.9171248028457895,1.0532144486070099,0.1360896457612204,normal
3,Kanto_039,Child_070031-II,Child_070031-III,2,0.7584860555917298,0.9238471447188525,0.16536108912712277,normal
3,Kanto_079,Child_048415,Child_048415-II,1,0.9037774603658599,0.9937585679144229,0.08998110754856292,normal
3,Kanto_039,Child_039423,Child_039423-II,1,0.8762887757726663,0.9839817639528339,0.10769298818016759,normal
3,Kanto_040,Child_044902,Child_044902-II,1,0.7037943340456451,0.8571205840456452,0.1533262500000001,normal
3,Kanto_063,Child_060130,Child_060130-II,1,0.7836294395304837,0.9751944395304837,0.19156499999999999,normal
3,Kanto_074,Child_070845,Child_070845-II,1,0.780779962994501,0.925853636479844,0.14507367348534295,normal
3,Kanto_042,Child_062167-II,Child_062167-III,2,0.7797184312950336,0.929616389404357,0.14989795810932338,normal
3,Kanto_003,Child_056884,Child_056884-II,1,0.9344619080726198,1.0469510762407575,0.1124891681681377,normal
3,Kanto_039,Child_083246,Child_083246-II,1,0.8611867192095434,0.9806526596238384,0.11946594041429504,normal
3,Kanto_004,Child_090076,Child_090076-II,1,0.6946745292638195,0.8580245292638194,0.16335,normal
3,Kanto_040,Child_053729-II,Child_053729-III,2,0.9215503825154157,0.9716353825154158,0.05008500000000016,normal
3,Kanto_079,Child_075744,Child_075744-II,1,0.9172146507175323,1.048899526134057,0.13168487541652474,normal
3,Kanto_026,Child_047989,Child_047989-II,1,0.8739930627638387,0.9940398403873573,0.12004677762351856,normal
3,Kanto_063,Child_045093,Child_045093-II,1,0.982885855622542,1.0708427515323793,0.08795689590983724,normal
3,Kanto_046,Child_003011,Child_003011-II,1,0.7859919067366367,0.9320169067366366,0.14602499999999996,normal
3,Kanto_040,Child_002726,Child_002726-II,1,0.8944837095855829,1.0108997373598163,0.11641602777423343,normal
3,Kanto_040,Child_051244,Child_051244-II,1,0.8528411190563565,1.0341914570374537,0.18135033798109723,normal
3,Kanto_003,Child_091891,Child_091891-II,1,0.8766156365077529,1.0295679605836106,0.15295232407585768,normal
3,Kanto_003,Child_067262,Child_067262-II,1,0.8413863541180266,0.9947126041180268,0.1533262500000001,normal
3,Kanto_042,Child_053035,Child_053035-II,1,0.7179685079563893,0.8639935079563894,0.14602500000000007,normal
4,ROUGE,ROUGE-IV,ROUGE-V,4,1.08,1.08,0.0,normal
4,Kanto_063,Child_045093-II,Child_045093-III,2,1.0708427515323793,1.08,0.009157248467620782,normal
4,Kanto_063,Child_017983-II,Child_017983-III,2,1.0532144486070099,1.07362644860701,0.020412000000000097,normal
4,Kanto_063,Child_055846,Child_055846-II,1,0.9178064560023073,1.0525792692913765,0.1347728132890692,normal
4,Kanto_064,Child_059629,Child_059629-II,1,0.823654266559988,0.9730134111409501,0.1493591445809621,normal
4,Kanto_040,Child_071599,Child_071599-II,1,0.9255965107048494,1.0,0.07440348929515062,normal
4,Kanto_003,Child_068558,Child_068558-II,1,1.031740664096252,1.0773421416088096,0.0456014775125575,normal
4,Kanto_040,Child_041407,Child_041407-II,1,0.9624073260320687,1.0,0.03759267396793131,normal
4,Kanto_040,Child_056679,Child_056679-II,1,0.969884910274617,1.0,0.030115089725383015,normal
4,Kanto_040,Child_095604,Child_095604-II,1,1.0009534751310256,1.0464582883880373,0.04550481325701172,normal
4,Kanto_003,Child_073307,Child_073307-II,1,0.9904525706359611,1.0,0.00954742936403885,normal
4,Kanto_003,Child_046860,Child_046860-II,1,0.9727936114875018,1.0,0.027206388512498236,normal
4,Kanto_039,Child_095436,Child_095436-II,1,0.9821068476698058,1.0,0.017893152330194173,normal
4,Kanto_039,Child_079489,Child_079489-II,1,0.9023791432035583,1.0,0.09762085679644172,normal
4,Kanto_063,Child_047089,Child_047089-II,1,0.953667094278274,0.9836832661246058,0.030016171846331763,normal
4,Kanto_004,Child_090076-II,Child_090076-III,2,0.8690585933490033,0.9959730187046061,0.12691442535560282,normal
4,Kanto_040,Child_074464,Child_074464-II,1,1.0368014144433022,1.077607432881042,0.0408060184377399,normal
4,Kanto_021,Child_093582,Child_093582-II,1,0.8934345906048323,0.9951344011054629,0.1016998105006306,normal
4,Kanto_040,Child_009337,Child_009337-II,1,0.9219215932671215,1.068293339781986,0.1463717465148645,normal
4,ROUGE,Child_072629,ROUGE-II,1,0.9500387789976983,1.0,0.049961221002301714,normal
4,Kanto_040,Child_095385-III,Child_095385-IV,3,0.9718969852362724,1.0,0.028103014763727563,normal
4,Kanto_063,Child_004499,Child_004499-II,1,1.0443777708178625,1.0659441381540344,0.0215663673361719,normal
4,Kanto_040,Child_070314,Child_070314-II,1,0.9756161403000125,1.0475574577036637,0.07194131740365117,normal
4,Kanto_039,Child_059619,Child_059619-II,1,0.7538734781985266,0.9152970511974166,0.16142357299888999,normal
4,Kanto_003,Child_048025,Child_048025-II,1,0.9689456987989681,0.9956211112275064,0.026675412428538325,normal
4,Kanto_046,Child_003011-II,Child_003011-III,2,0.9179940137086386,0.9828093749369871,0.06481536122834841,normal
4,Kanto_079,Child_057822,Child_057822-II,1,0.8904366763883451,0.9839109565692759,0.09347428018093074,normal
4,Kanto_040,Child_017884,Child_017884-II,1,0.8554839763152644,0.9658618967526336,0.11037792043736916,normal
4,ROUGE,ROUGE-II,ROUGE-III,2,0.9829429925564628,1.033027992556463,0.05008500000000016,normal
4,Kanto_015,Child_039124,Child_039124-II,1,1.0151516357540555,1.0623746357540558,0.04722300000000024,normal
4,Kanto_055,Child_094751-II,Child_094751-III,2,0.8811803618827863,0.9889082715487394,0.10772790966595314,normal
4,Kanto_079,Child_038882,Child_038882-II,1,1.0422203447492722,1.08,0.037779655250727906,normal
4,Kanto_046,Child_072532-II,Child_072532-III,2,0.968135670589175,1.0,0.031864329410824954,normal
4,Kanto_079,Child_049817,Child_049817-II,1,0.9111388073197585,0.9777566624044995,0.06661785508474105,normal
4,Kanto_026,Child_047989-II,Child_047989-III,2,0.9941912192620594,1.0471963690260795,0.05300514976402004,normal
4,Kanto_057,Child_042952-II,Child_042952-III,2,0.937217993860221,0.9987156312888363,0.06149763742861536,normal
4,Kanto_046,Child_068321,Child_068321-II,1,0.8957927156502161,0.9826179973278454,0.08682528167762926,normal
4,Kanto_074,Child_079545,Child_079545-II,1,0.7225478323083008,0.8840474535673062,0.1614996212590054,normal
4,Kanto_046,Child_054370,Child_054370-II,1,0.968135670589175,0.9988447577392228,0.03070908715004772,normal
4,Kanto_039,Child_027486,Child_027486-II,1,0.9627274633228153,1.0,0.037272536677184664,normal
4,Kanto_009,Child_016712-II,Child_016712-III,2,0.947308383967948,0.9899307839965927,0.0426224000286447,normal
4,Kanto_040,Child_034293,Child_034293-II,1,1.0406254892991884,1.0762062053146182,0.03558071601542978,normal
4,Kanto_020,Child_059885,Child_059885-II,1,0.9521912198020656,1.0,0.04780878019793444,normal
4,Kanto_057,Child_097614,Child_097614-II,1,1.01059879807949,1.0671938326772705,0.05659503459778059,normal
4,Kanto_040,Child_018707,Child_018707-II,1,0.9605601664446696,0.999454635233357,0.03889446878868741,normal
4,ROUGE,Child_042855,ROUGE-II,1,0.8554230983577829,0.997911784321944,0.1424886859641612,normal
4,Kanto_040,Child_051244-II,Child_051244-III,2,1.0112115330848979,1.065974441826143,0.05476290874124512,normal
4,Kanto_079,Child_042305,Child_042305-II,1,0.9124257727977461,0.9814094177717663,0.06898364497402021,normal
4,Kanto_011,Child_065329,Child_065329-II,1,0.9350913543249333,0.989922247982197,0.05483089365726368,normal
4,Kanto_079,Child_084949,Child_084949-II,1,0.9421928951083369,1.0,0.057807104891663075,normal
4,Kanto_003,Child_008959,Child_008959-II,1,1.0757131068739472,1.08,0.004286893126052904,normal
4,Kanto_040,Child_099149,Child_099149-II,1,1.0517424453007163,1.08,0.028257554699283816,normal
4,Kanto_063,Child_089879-II,Child_089879-III,2,1.0451968827395481,1.0678008296080683,0.022603946868520186,normal
4,Kanto_003,Child_036815,Child_036815-II,1,0.9800226688582795,1.0447962315393204,0.06477356268104095,normal
4,Kanto_079,Child_004653,Child_004653-II,1,0.8119437100080751,0.9965551631267352,0.18461145311866012,normal
4,Kanto_046,Child_080377-II,Child_080377-III,2,0.968615709227759,0.9995643721329632,0.03094866290520426,normal
4,Kanto_063,Child_049484,Child_049484-II,1,0.8230396331552181,0.9690646331552182,0.14602500000000007,normal
4,Kanto_063,Child_093897,Child_093897-II,1,1.011223037798049,1.0347294413942791,0.02350640359623024,normal
4,Kanto_003,Child_056146,Child_056146-II,1,1.0048761928721093,1.0484395931711987,0.04356340029908945,normal
4,Kanto_015,Child_002030-II,Child_002030-III,2,1.0330896761056525,1.0775541157772932,0.04446443967164071,normal
4,Kanto_040,Child_097634,Child_097634-II,1,1.0108797195933144,1.05,0.03912028040668569,normal
4,Kanto_079,Child_062304,Child_062304-II,1,1.019195172936102,1.05,0.030804827063898088,normal
4,Kanto_015,Child_098693,Child_098693-II,1,1.0205829239815492,1.0733431103750868,0.052760186393537634,normal
4,Kanto_079,Child_085599,Child_085599-II,1,0.9387258296570433,0.9978606616951946,0.059134832038151286,normal
4,Kanto_040,Child_083008,Child_083008-II,1,1.0606096923620227,1.08,0.019390307637977333,normal
4,Kanto_039,Child_039423-II,Child_039423-III,2,0.9839817639528339,1.0,0.016018236047166123,normal
4,Kanto_020,Child_052235,Child_052235-II,1,1.0269300498678338,1.05,0.023069950132166284,normal
4,Kanto_003,Child_077307,Child_077307-II,1,0.8739614196568631,0.9963239787067861,0.12236255904992299,normal
4,Kanto_015,Child_002030-III,Child_002030-IV,3,1.0775541157772932,1.08,0.0024458842227068622,normal
4,Kanto_026,Child_010763,Child_010763-II,1,0.9881861538585714,1.0407395521521223,0.05255339829355088,normal
4,Kanto_003,Child_082678,Child_082678-II,1,0.8236190500616563,0.9639716790380507,0.14035262897639444,normal
4,Kanto_026,Child_014929,Child_014929-II,1,0.9983579543067531,1.0487965043414882,0.050438550034735075,normal
4,Kanto_079,Child_035432,Child_035432-II,1,0.9856592139717403,1.0543937466148199,0.0687345326430796,normal
4,Kanto_040,Child_003151,Child_003151-II,1,0.9537060993770059,0.9960173267970196,0.0423112274200137,normal
4,Kanto_039,Child_056182,Child_056182-II,1,0.9652026195013876,1.0,0.03479738049861236,normal
4,Kanto_040,Child_016545,Child_016545-II,1,0.8981228435336507,1.0173278830337624,0.11920503950011174,normal
4,Kanto_063,Child_030768,Child_030768-II,1,1.0243015152739072,1.0725417570470563,0.04824024177314912,normal
4,Kanto_040,Child_054110,Child_054110-II,1,0.9261209888855358,0.9874169597612751,0.061295970875739236,normal
